Marital_Status,Occupation,Num_Bank_Accounts,Num_Credit_Cards,Credit_Utilization_Ratio,Outstanding_Debt,Monthly_Balance,Credit_Score,Credit_Mix,Num_Loans,Loan_Types,Credit_Inquiries,Total_EMI,Min_Amount_Paid,Payment_Behaviour,Collateral_Type,Collateral_Value,Interest_Rate,Due_Date_Delay,Delayed_Payments,Credit_Limit_Change
Separated,Musician,5,1,33.634995174699334,1106.84,395.2906318009345,Poor,Good,4.0,sdv-pii-h4nri,4.0,333.5934988971277,,Low_spent_Large_value_payments,Vehicle,199002,77,19,5.0,1.5078183374980414
In a Relationship,Media_Manager,6,1,32.42232090808305,2010.22,300.56347708402257,Standard,Bad,0.0,sdv-pii-qalfg,2.0,3049.6447163960174,,High_spent_Medium_value_payments,Property,109011,99,-2,22.0,2.050130356739033
Single,Teacher,3,1,36.70606198692586,4984.82,390.1424290660192,Good,Standard,4.0,sdv-pii-85bc7,0.0,1832.1638878602619,,Low_spent_Small_value_payments,Bonds,96536,99,13,7.0,3.691639480856413
Single,_______,3,20,35.87143558483598,4893.98,454.2416691604129,Good,Standard,-5.0,sdv-pii-so6r1,0.0,2839.9393927381125,,Low_spent_Small_value_payments,Bonds,54223,68,-5,15.0,-0.16372806502162707
In a Relationship,Architect,9,1,22.53759303178384,1853.07,427.9777111589142,Standard,Good,3.0,,4.0,0.0,,!@9#%8,Stocks,94992,1,18,9.0,11.547853002313532
Single,Manager,4,1,32.39843946076163,1479.76,317.6453499466008,Standard,_,9.0,sdv-pii-rbugb,8.0,2401.0115320471095,,Low_spent_Small_value_payments,Bonds,130368,72,50,5.0,6.311932104753591
In a Relationship,_______,10,1,28.801825021463355,1386.62,457.6667359173574,Standard,_,-0.0,sdv-pii-crp9s,11.0,2713.740377581984,,Low_spent_Small_value_payments,Vehicle,158474,112,-5,13.0,16.861639494477288
Single,Teacher,7,23,24.442578832686202,35.54,502.9850978208605,Poor,_,2.0,sdv-pii-xy39d,6.0,4889.764541700837,,Low_spent_Large_value_payments,Property,199002,78,7,3.0,5.3032264093879835
Married,Entrepreneur,1,1,34.124674970039706,4139.89,471.2171470098069,Good,Standard,0.0,sdv-pii-1xaq1,8.0,0.0,,Low_spent_Small_value_payments,Stocks,199002,1,20,10.0,-0.39544118046082755
In a Relationship,Architect,6,1,30.52617087543757,4452.8,502.59414580783675,Standard,_,-3.0,sdv-pii-fsbwh,0.0,1099.3973835368224,,Low_spent_Medium_value_payments,Property,9743,46,23,6.0,9.5118683532843
Married,Lawyer,3,11,28.917434714857418,1612.29,556.0925388476301,Poor,_,-3.0,sdv-pii-h3oy7,11.0,2745.6025777799964,,!@9#%8,No Collateral,199002,51,6,18.0,6.552835262972633
Widowed,Musician,1,1,33.296794712932034,562.44,290.65164746381777,Good,Standard,9.0,sdv-pii-y6eol,11.0,497.0487507235357,,!@9#%8,Property,137895,88,30,4.0,4.156247383421014
Widowed,Accountant,1,1,39.83596668325322,1182.59,92.37468446871026,Standard,Standard,-98.0,sdv-pii-5qtm9,15.0,1026.4901299021572,,High_spent_Small_value_payments,Stocks,199002,49,19,20.0,-1.731562629293184
Married,Writer,10,1,23.865964741724433,4434.69,511.42111138603747,Standard,Bad,-2.0,sdv-pii-9rxvh,8.0,0.0,,High_spent_Medium_value_payments,Vehicle,187488,62,15,1.0,5.927696117642757
In a Relationship,_______,3,1,33.367412796346365,1605.94,1120.751173160778,Poor,Standard,-4.0,,4.0,3202.44257479226,,Low_spent_Small_value_payments,Bonds,0,28,-5,,0.08833248833272389
Engaged,_______,5,1,32.098195355278094,3186.46,473.9626549754363,Standard,Bad,-3.0,sdv-pii-ii9kl,0.0,4662.988631940098,,Low_spent_Medium_value_payments,No Collateral,0,94,-5,14.0,7.325158697562483
Separated,Journalist,5,1,41.51328788148247,2431.58,449.3967208708687,Good,Standard,-4.0,,3.0,2853.2514219710124,,High_spent_Small_value_payments,Bonds,68453,38,-2,15.0,3.592653997702331
In a Relationship,Engineer,14,20,28.819680263107646,769.79,310.115550665376,Standard,Standard,-3.0,sdv-pii-fcb82,9.0,4311.405278753782,,!@9#%8,Stocks,199002,71,-5,21.0,7.818229646338874
Separated,Media_Manager,9,1,36.361411489951465,3891.54,397.8613224980558,Standard,Standard,3.0,sdv-pii-ic746,10.0,1754.9510524899806,,High_spent_Large_value_payments,Vehicle,71651,30,11,14.0,0.007226629729489176
Single,Scientist,0,13,28.993409096570847,937.52,271.6257458994166,Good,Good,9.0,sdv-pii-b8x3q,11.0,0.0,,!@9#%8,Stocks,43518,60,24,3.0,3.495247835505217
Engaged,Scientist,5,20,35.578626119106396,849.81,513.5468823361949,Poor,Bad,-2.0,sdv-pii-z80na,9.0,4008.2284590688655,,High_spent_Small_value_payments,Bonds,106860,25,10,1.0,0.9896465143544537
Single,Engineer,6,1,34.65705060541411,586.81,1120.751173160778,Standard,Good,2.0,sdv-pii-bnzfd,3.0,248.79827732804662,,Low_spent_Large_value_payments,Stocks,199002,96,15,15.0,2.7528157529797577
Engaged,_______,6,1,37.175524585373985,3695.67,590.8004246769646,Good,Standard,0.0,sdv-pii-0qrzo,9.0,1019.2264629789926,,High_spent_Small_value_payments,Property,45182,74,5,22.0,3.218037209465061
Single,Manager,4,1,27.233443095677316,1525.97,454.8391206172233,Standard,Standard,-7.0,sdv-pii-gieyp,14.0,2092.33380551076,,Low_spent_Medium_value_payments,Vehicle,155553,75,-5,1.0,-1.6428699277223702
Single,Entrepreneur,2,1,37.295188278045444,1686.18,418.34029995980757,Good,Good,2.0,sdv-pii-ej6ld,5.0,0.0,,Low_spent_Medium_value_payments,Stocks,174638,73,-4,14.0,-3.44
Engaged,Entrepreneur,5,1,41.51328788148247,4984.82,485.37005961238253,Standard,_,9.0,sdv-pii-wk0ep,2.0,275.8218234803605,,Low_spent_Small_value_payments,Property,10177,95,29,12.0,8.887366972381187
Engaged,Scientist,2,1,38.29254461916311,1845.91,613.427703612808,Standard,Good,2.0,sdv-pii-axlg0,12.0,198.58400835565516,,Low_spent_Medium_value_payments,Stocks,84918,1,10,13.0,3.236952247713443
Single,Journalist,3,1,37.48967486820553,307.97,341.5377167021498,Standard,Bad,3.0,sdv-pii-0k2z9,6.0,3876.258365749004,,High_spent_Small_value_payments,Property,88802,77,15,13.0,0.27311436690112956
Widowed,Lawyer,6,1,33.81460881280169,1553.17,138.95463008931506,Good,_,-6.0,sdv-pii-3t4fo,10.0,2320.3878864075905,,High_spent_Small_value_payments,Vehicle,5008,88,-5,12.0,6.323159975677089
Engaged,Lawyer,7,1,30.975481350332984,3097.02,350.50430934525053,Poor,Standard,4.0,sdv-pii-mv9vg,10.0,1683.3195586727293,,Low_spent_Small_value_payments,Stocks,92553,57,-5,1.0,-0.7083994478258004
Divorced,Mechanic,9,1,36.594632203833186,670.17,369.82250315906623,Poor,Bad,-4.0,sdv-pii-u326k,15.0,4257.896739405019,,!@9#%8,Bonds,60840,58,-5,16.0,3.699652495060806
Engaged,Lawyer,6,1,30.543381544676098,3782.26,659.992260389354,Poor,Standard,-6.0,sdv-pii-92yx6,11.0,4270.781448520867,,High_spent_Large_value_payments,Bonds,177606,97,9,15.0,-1.003638277960845
Single,Scientist,3,4,26.644240998879027,2714.89,572.6565127257309,Good,Bad,2.0,sdv-pii-00gd0,9.0,0.0,,Low_spent_Small_value_payments,No Collateral,28801,14,34,15.0,-0.4916922030331774
Single,Scientist,5,1,34.97810040952152,956.54,484.05931953054437,Poor,Bad,-6.0,sdv-pii-8fppi,3.0,2718.312823122175,,Low_spent_Small_value_payments,Property,88872,11,18,9.0,6.773583423634626
Widowed,Manager,7,2,38.7158505679251,4205.53,406.4537244058352,Standard,Standard,1.0,sdv-pii-f8a5j,12.0,4585.590469505751,,High_spent_Medium_value_payments,Vehicle,54911,92,-2,17.0,-0.9420964981588673
Separated,Musician,2,29,34.53550896472202,2193.45,198.83102690727324,Poor,Good,2.0,sdv-pii-7iz6z,0.0,0.0,,High_spent_Medium_value_payments,No Collateral,64265,38,27,20.0,4.601251077441436
Married,Journalist,2,1,41.51328788148247,4984.82,307.8359954045,Standard,_,-4.0,,1.0,0.0,,Low_spent_Small_value_payments,Property,114321,70,17,15.0,6.486415563675674
Single,Musician,5,1,35.46059469385614,2759.88,332.2353803092314,Good,Good,-1.0,sdv-pii-wfbty,4.0,449.03541287397684,,Low_spent_Medium_value_payments,Property,184887,72,5,18.0,0.5420406884087106
Married,Musician,3,1,27.97030682944223,1578.69,403.41797656009595,Good,Standard,2.0,sdv-pii-zeysl,15.0,1072.199947936937,,Low_spent_Small_value_payments,Bonds,142930,44,0,26.0,2.707088740047382
Widowed,Accountant,0,16,35.637478260174525,1991.89,217.19110500882687,Standard,_,2.0,sdv-pii-ic6oo,8.0,3035.357997706287,,Low_spent_Small_value_payments,Vehicle,151467,57,25,17.0,6.946349760705658
Single,Journalist,10,1,23.70096090993549,952.57,289.17908583525025,Good,Standard,-3.0,sdv-pii-p4h9d,6.0,713.0066021824096,,High_spent_Medium_value_payments,Property,105951,43,8,,8.627157917079021
Separated,Manager,6,1,35.43659169929077,,576.6655515683224,Poor,Standard,-2.0,sdv-pii-hmi33,10.0,3236.72463690351,,Low_spent_Small_value_payments,Property,28162,85,1,16.0,1.6440916481432923
Single,Media_Manager,3,1,25.2572222964905,4517.8,530.1579774829198,Good,Bad,-4.0,sdv-pii-y3wb3,3.0,2388.079113268858,,Low_spent_Medium_value_payments,Property,75220,25,7,9.0,9.596314747200237
Single,Engineer,7,1,27.80605598713964,501.87,289.09033774344704,Standard,Good,9.0,sdv-pii-rfyjf,10.0,3168.1546566213647,,High_spent_Large_value_payments,Property,143089,84,-5,9.0,1.1887344804490674
Separated,Entrepreneur,7,8,36.409707985615555,3880.54,364.52742804022154,Standard,Good,-4.0,sdv-pii-j28ms,15.0,2015.3266211762545,,High_spent_Small_value_payments,Vehicle,70289,13,5,19.0,4.898712962674036
Married,Architect,5,1,31.00714807103581,2796.2,501.4041170750281,Good,Standard,9.0,sdv-pii-c0vy8,1.0,0.0,,Low_spent_Small_value_payments,Stocks,0,71,-3,14.0,8.986037131853585
Divorced,Architect,7,1,30.154672596538507,1229.88,205.54656770667572,Good,Standard,5.0,sdv-pii-4ewdg,9.0,4789.408214138591,,Low_spent_Medium_value_payments,Property,112092,53,20,,-2.189067567360641
Single,Lawyer,4,1,35.23528403323921,4984.82,370.07043313975566,Standard,Bad,-1.0,sdv-pii-rmkh7,1.0,3836.2053290944486,,High_spent_Small_value_payments,Property,60945,50,-2,16.0,4.61809528829475
Engaged,Entrepreneur,1,1,34.45291244024583,1295.12,556.8994167691787,Standard,_,-1.0,sdv-pii-u46pz,6.0,2732.916802455037,,Low_spent_Medium_value_payments,Bonds,191775,1,-3,9.0,0.045318710332932
Divorced,Teacher,12,1,41.51328788148247,4984.82,1011.6971328915188,Standard,Good,-4.0,sdv-pii-o3q2p,12.0,1755.176338549273,,Low_spent_Small_value_payments,No Collateral,69576,6,6,,-1.0542282861036414
Married,Architect,9,5,32.22009689649744,3589.92,415.0211210123093,Standard,Good,-1.0,sdv-pii-3epec,8.0,3392.551283795665,,Low_spent_Large_value_payments,Stocks,118448,69,-5,23.0,-0.627929032093955
Married,Engineer,9,1,29.325779496334672,862.87,550.0659157691948,Poor,_,-5.0,sdv-pii-idc9g,15.0,1275.7929232216302,,High_spent_Small_value_payments,Bonds,199002,70,34,5.0,5.48550548543607
Separated,Engineer,7,1,33.99100834523732,1801.77,449.9003820340113,Poor,Standard,-3.0,sdv-pii-ty6mb,6.0,0.0,,High_spent_Medium_value_payments,Vehicle,70469,10,29,15.0,9.45925112982242
Single,Teacher,5,1,35.72150016314606,1465.31,323.1303084833741,Good,Standard,3.0,sdv-pii-4ixrq,15.0,3427.580854696921,,Low_spent_Small_value_payments,Property,95147,33,-5,22.0,1.7395611499727224
Separated,Developer,6,5,22.53759303178384,3458.33,209.56142290420544,Standard,Good,-2.0,sdv-pii-w4qtu,6.0,0.0,,High_spent_Small_value_payments,Property,112431,69,-2,19.0,6.559108934724522
Widowed,Musician,2,1,28.24513355283924,4984.82,673.1943525529822,Good,_,3.0,sdv-pii-znwgh,0.0,1221.8889276097668,,Low_spent_Small_value_payments,No Collateral,67857,71,-5,12.0,23.43833859809983
Separated,Media_Manager,11,1,29.51453649353555,660.96,113.14599002944112,Good,Standard,1.0,sdv-pii-hopsn,1.0,4143.1885875487515,,High_spent_Medium_value_payments,Bonds,134552,97,-5,10.0,2.648535133664616
Separated,Scientist,13,1,39.29604067735475,1516.78,340.9542157035658,Good,Good,-1.0,sdv-pii-1rsiv,15.0,1275.3141042271102,,Low_spent_Small_value_payments,Property,58312,47,-5,11.0,3.635295663540485
Single,Lawyer,6,30,31.312984211777493,1960.78,488.2398466263986,Good,Good,4.0,sdv-pii-qf4cj,12.0,873.4942850187921,,Low_spent_Large_value_payments,Stocks,123343,72,-5,11.0,0.8965826556620842
Widowed,Scientist,9,1,39.77923624202986,3701.02,492.898759494174,Standard,Good,-3.0,sdv-pii-ubz72,6.0,2581.4763442371445,,Low_spent_Medium_value_payments,Vehicle,112813,103,-5,19.0,2.8445317829511865
Single,Musician,0,1,34.485727609996395,1521.18,188.59887771283928,Standard,Standard,-6.0,sdv-pii-pinca,11.0,4519.06666535846,,Low_spent_Small_value_payments,Property,105242,60,-5,6.0,0.6489973977704251
Married,Manager,0,24,38.00378284906396,1690.53,590.0605541792605,Good,Bad,-6.0,sdv-pii-huvrp,11.0,47266.94450892083,,High_spent_Small_value_payments,Bonds,88261,83,17,18.0,-3.44
Single,Scientist,3,1,38.97784608324307,2567.42,376.99525593719704,Standard,Standard,-4.0,sdv-pii-21cmc,15.0,0.0,,High_spent_Medium_value_payments,Vehicle,121072,56,11,9.0,-1.8619020443983088
Separated,Manager,5,17,33.18704832385063,3183.34,348.8011568804933,Standard,_,-5.0,sdv-pii-dzfeb,9.0,0.0,,Low_spent_Small_value_payments,Vehicle,199002,1,22,4.0,-0.9774246012622294
In a Relationship,Accountant,6,26,36.01788446055529,1106.6,474.65118326443144,Good,Good,-100.0,sdv-pii-w8bsl,10.0,0.0,,Low_spent_Small_value_payments,No Collateral,127291,70,-3,,0.11776848389272132
Married,_______,4,13,38.35705400987807,2916.78,229.64687935814976,Standard,Standard,0.0,sdv-pii-wij74,0.0,1383.8848472196255,,High_spent_Small_value_payments,Vehicle,199002,79,4,2.0,1.9261745556153729
Separated,Entrepreneur,8,1,35.46300710493521,1195.26,412.255274647879,Standard,Bad,-2.0,sdv-pii-gv52m,11.0,274.76396505878927,,Low_spent_Small_value_payments,Stocks,187333,31,12,10.0,0.5561151395286075
In a Relationship,Musician,8,17,39.128215540658665,1991.71,742.5978419030287,Standard,_,3.0,sdv-pii-57511,8.0,0.0,,High_spent_Medium_value_payments,Property,2081,98,9,1.0,6.103265069528334
Single,Mechanic,4,4,31.922074691873753,1576.93,141.46157956622872,Poor,Good,-1.0,sdv-pii-9p91r,15.0,20.61040592147279,,High_spent_Large_value_payments,Bonds,152773,101,3,10.0,-0.10819977694408234
Single,Teacher,3,1,27.245120251466876,1232.01,633.9865209100012,Poor,_,9.0,sdv-pii-hv0dp,2.0,965.1218112057566,,Low_spent_Small_value_payments,Bonds,74582,97,33,18.0,4.045814310709668
Engaged,Media_Manager,7,1,30.783198998162103,1181.96,419.37704324346885,Standard,Bad,0.0,sdv-pii-p6bqh,4.0,2037.9878496327317,,High_spent_Large_value_payments,No Collateral,119916,90,4,3.0,4.297936551106856
Separated,Developer,6,1,33.286381300390474,4984.82,534.3113071523355,Good,Good,4.0,sdv-pii-q13ey,5.0,3548.625952037499,,High_spent_Small_value_payments,No Collateral,113125,52,-3,10.0,2.933728262038514
Married,Engineer,1,1,39.04114547417968,1826.1,211.39342396186075,Standard,Bad,1.0,sdv-pii-jsppo,9.0,622.3541960448966,,Low_spent_Medium_value_payments,Vehicle,0,65,15,22.0,2.258811652947313
Single,_______,2,2,33.2829995284901,4984.82,374.87464810125033,Poor,Standard,0.0,sdv-pii-ziy2g,5.0,0.0,,High_spent_Large_value_payments,Bonds,199002,114,19,14.0,15.273715310444782
Engaged,Engineer,6,1,29.691735673220506,463.17,433.0862923312486,Good,_,9.0,,2.0,0.0,,High_spent_Small_value_payments,Property,108055,96,-1,1.0,8.22989434382896
Separated,Entrepreneur,8,1,38.77788642820368,3947.09,443.4358866710751,Standard,Standard,-5.0,sdv-pii-quwbv,15.0,4750.064794123396,,Low_spent_Small_value_payments,Stocks,193788,53,-5,5.0,0.9474890586375038
Single,_______,0,2,22.53759303178384,4034.06,471.6292037232542,Standard,Good,-4.0,sdv-pii-64pty,11.0,0.0,,!@9#%8,Vehicle,92945,100,13,3.0,5.66589199637686
In a Relationship,Scientist,8,3,39.373088160085324,3257.4,326.9210424403796,Good,Good,-5.0,sdv-pii-gcb77,13.0,2500.4212447914124,,High_spent_Large_value_payments,Vehicle,43957,48,-5,6.0,8.575704713304662
Single,Writer,11,1,31.75065536379994,2957.41,584.6114712777719,Poor,Standard,-4.0,sdv-pii-cufc4,15.0,0.0,,High_spent_Small_value_payments,Bonds,60152,48,39,1.0,1.5275416086679128
Married,Musician,0,1,28.31713103372655,2075.87,322.7354197527937,Poor,Good,-5.0,sdv-pii-4hh2m,4.0,0.0,,High_spent_Large_value_payments,Property,143585,96,13,7.0,7.8960411857173955
Single,Developer,0,1,33.04867626904107,1269.12,490.2693022562305,Poor,Bad,-100.0,sdv-pii-ujz7i,4.0,3738.298212360287,,Low_spent_Large_value_payments,Bonds,79709,70,-5,1.0,1.0503664365300516
Widowed,_______,6,1,38.67115619360052,1759.05,159.27627075317744,Standard,Standard,5.0,sdv-pii-b4ty3,11.0,2855.3766549110783,,Low_spent_Small_value_payments,Bonds,173620,39,12,22.0,-1.421858519263318
Widowed,Manager,7,1,41.51328788148247,2613.54,499.808765033193,Standard,Bad,5.0,sdv-pii-mwplr,7.0,960.2300206759502,,High_spent_Small_value_payments,Vehicle,156912,46,-5,,-0.7697302977393639
In a Relationship,Entrepreneur,10,1,33.95151669744231,2122.19,489.3862464160104,Standard,_,-100.0,sdv-pii-0r4z8,5.0,251.7575735573417,,Low_spent_Small_value_payments,Property,135768,68,1,17.0,0.4832774787406011
Engaged,Architect,10,1,33.78097298364528,282.53,104.87605376457313,Poor,Bad,2.0,sdv-pii-1i0vc,8.0,1586.6017387576906,,High_spent_Medium_value_payments,Stocks,27112,112,-4,14.0,3.127231892502418
In a Relationship,Scientist,0,1,23.837874828836448,4984.82,354.9755128618931,Good,_,2.0,sdv-pii-bjqal,5.0,0.0,,Low_spent_Small_value_payments,Vehicle,173846,86,-5,2.0,2.9882407038138323
Divorced,Scientist,4,4,32.65827126273014,1171.38,406.13825310262973,Poor,Good,3.0,sdv-pii-pfg32,9.0,0.0,,Low_spent_Small_value_payments,Property,112153,64,33,6.0,5.302100123380032
Single,Scientist,8,7,31.088318139470154,1391.8,555.2571695805098,Standard,Good,-4.0,sdv-pii-9dkf6,9.0,1983.1599744933121,,Low_spent_Medium_value_payments,No Collateral,63023,27,10,17.0,2.0063988864774016
Single,Mechanic,14,1,24.112870296013597,2966.15,525.7103377411698,Standard,Standard,7.0,sdv-pii-5bzpp,7.0,2955.126708062997,,!@9#%8,Vehicle,83860,1,7,3.0,1.6769025219179303
Separated,Architect,3,1,36.764850354609486,1326.67,313.2198175355734,Standard,Standard,6.0,sdv-pii-et1e2,0.0,1177.4328230502072,,Low_spent_Small_value_payments,Bonds,182548,1,23,1.0,1.0969441607056183
Married,Entrepreneur,9,6,28.556577838159075,1475.19,550.3978625572845,Standard,_,3.0,sdv-pii-n59i5,0.0,3889.9033291964392,,Low_spent_Medium_value_payments,Property,24317,16,-2,8.0,1.945325397559766
Married,Journalist,12,1,40.04463356123866,4984.82,363.79846163773635,Good,Good,-1.0,sdv-pii-ijd4c,4.0,3719.875393190555,,!@9#%8,Property,75771,55,-4,8.0,1.8762571352299746
Single,Accountant,7,26,32.785019608056,330.9,82.82729486676723,Good,Standard,2.0,sdv-pii-m5ehk,9.0,3288.426409614678,,High_spent_Small_value_payments,Vehicle,199002,45,18,10.0,1.3355052012014106
Divorced,_______,12,1,39.11798466207651,1400.07,502.77509348932495,Standard,Standard,-4.0,sdv-pii-5o4u7,7.0,0.0,,High_spent_Small_value_payments,Vehicle,25845,56,-5,24.0,-2.246304520194653
Widowed,Architect,5,1,25.892841109103212,282.04,158.36518837328776,Poor,Good,7.0,,8.0,0.0,,High_spent_Small_value_payments,Vehicle,39384,100,38,11.0,3.8418650076584715
Single,Lawyer,1,1,26.258837963368997,4012.19,432.13803804150587,Poor,Bad,-1.0,sdv-pii-womci,5.0,1479.9387794316506,,High_spent_Large_value_payments,Vehicle,69563,86,30,1.0,20.181911904717648
Single,Lawyer,2,1,34.185936505056745,1170.4,544.6318574044362,Standard,_,4.0,,15.0,2620.2097006269473,,High_spent_Small_value_payments,No Collateral,164938,1,-2,7.0,-1.8128071179174219
Married,Accountant,1,1,22.53759303178384,4713.58,262.2211522080176,Standard,Standard,-0.0,sdv-pii-7budj,4.0,0.0,,High_spent_Medium_value_payments,Bonds,108800,35,54,16.0,
Widowed,Manager,0,1,27.707414741568268,3234.42,198.74996224546794,Good,Bad,-1.0,sdv-pii-henn6,0.0,65.00116805080017,,!@9#%8,Property,62363,46,56,5.0,9.403805588611478
Single,Writer,2,1,37.17101440679057,1927.61,770.7220003640593,Poor,Good,-3.0,sdv-pii-y4mou,1.0,0.0,,High_spent_Large_value_payments,Stocks,185350,77,-3,,1.8263085396723886
Separated,Architect,3,1,39.806113628614604,1591.31,419.26542701533623,Standard,Good,-4.0,sdv-pii-t95it,0.0,3815.733922471183,,High_spent_Large_value_payments,Property,105150,85,-5,13.0,3.9611296086695056
Separated,Developer,7,40,32.53530370969697,3505.68,627.5147645251336,Poor,Standard,-0.0,sdv-pii-8qyhy,0.0,688.3108666511052,,Low_spent_Small_value_payments,Bonds,29805,66,-5,17.0,2.2354049146432233
Separated,Doctor,2,1,37.27089262185373,3333.07,365.85825527442705,Standard,Good,,sdv-pii-jn7nl,5.0,1879.0705811442936,,!@9#%8,Bonds,199002,27,25,11.0,0.48904382423218706
Married,Scientist,1,1,41.51328788148247,3445.99,644.3602097828111,Standard,_,-3.0,sdv-pii-4gvz7,4.0,553.7362046855128,,Low_spent_Small_value_payments,No Collateral,169803,39,25,9.0,7.1854429348586235
Married,Journalist,10,1,33.36015961542112,3695.37,313.552862741665,Standard,Good,-4.0,sdv-pii-q767v,3.0,1554.9898676076077,,High_spent_Medium_value_payments,Stocks,91222,76,31,18.0,9.812951699077507
Married,Engineer,6,1,33.36859508035385,2101.29,506.3111609206398,Poor,Good,1.0,sdv-pii-zgf76,0.0,929.1994495641784,,Low_spent_Small_value_payments,Vehicle,110145,40,-3,25.0,0.7563952026535095
Single,Scientist,5,1,29.62491992482708,1775.81,431.40954900724455,Standard,Standard,0.0,sdv-pii-8ap7n,9.0,2008.7817855745395,,Low_spent_Small_value_payments,Stocks,183785,3,-5,9.0,2.303999070080236
In a Relationship,Architect,6,6,30.84882782909814,4390.39,478.7021802614364,Good,Bad,0.0,sdv-pii-pkezw,0.0,891.3741699527418,,High_spent_Medium_value_payments,Stocks,116644,112,-5,15.0,4.56344885960918
Single,Entrepreneur,5,1,30.44735146363365,2203.23,380.50428925225515,Standard,Good,2.0,sdv-pii-i1v7o,0.0,0.0,,High_spent_Large_value_payments,Stocks,196711,75,14,13.0,0.25309327334164156
